[41:{23703e16,c40c949}]1,4,7,8,15,16,17,18,19,20,25,28,30,32,33,35,36,39,40,41,42,43,44,45,52,53,56,59,61,64,67,68,69,76,77,78,79,80,85,87,88,
[41:{2370760b,c40d005}]3,5,7,8,12,16,17,18,19,20,26,28,29,30,31,32,33,34,36,39,40,41,42,43,44,45,52,53,55,65,67,68,69,75,76,77,79,80,86,88,89,
[41:{2370760e,c40d145}]1,5,7,8,12,16,17,18,19,20,26,28,30,32,33,34,36,39,40,41,42,43,44,45,52,53,55,59,61,65,67,68,69,75,76,77,79,80,86,87,88,
[41:{23707e03,c40d80d}]3,4,5,7,8,16,17,18,19,20,28,29,30,31,32,33,36,39,40,41,42,43,44,45,52,53,55,56,64,65,67,68,69,75,76,77,78,79,80,88,89,
[41:{23707e06,c40d94d}]1,4,5,7,8,16,17,18,19,20,28,30,32,33,36,39,40,41,42,43,44,45,52,53,55,56,59,61,64,65,67,68,69,75,76,77,78,79,80,87,88,
[41:{234a34d9,c4222a0}]2,3,10,12,15,16,17,19,21,22,23,25,26,29,31,33,34,35,37,38,39,41,42,43,44,45,50,54,58,60,62,70,72,76,77,79,82,83,85,86,89,
[41:{235f7498,c4222a5}]1,2,3,7,10,12,16,22,26,29,31,33,34,35,37,38,39,41,42,43,44,45,50,54,58,60,62,65,67,69,70,71,72,73,75,76,77,79,82,85,86,
[41:{234a34dc,c4223e0}]1,2,10,12,15,16,17,19,21,22,23,25,26,33,34,35,37,38,39,41,42,43,44,45,50,54,58,59,60,61,62,70,72,76,77,79,82,83,85,86,87,
[41:{234a3cd1,c422aa8}]2,3,4,10,15,16,17,19,21,22,23,25,29,31,33,35,37,38,39,41,42,43,44,45,50,54,56,58,60,62,64,70,72,76,77,78,79,82,83,85,89,
[41:{235f7c90,c422aad}]1,2,3,4,7,10,16,22,29,31,33,35,37,38,39,41,42,43,44,45,50,54,56,58,60,62,64,65,67,69,70,71,72,73,75,76,77,78,79,82,85,
[41:{234a3cd4,c422be8}]1,2,4,10,15,16,17,19,21,22,23,25,33,35,37,38,39,41,42,43,44,45,50,54,56,58,59,60,61,62,64,70,72,76,77,78,79,82,83,85,87,
[41:{234a74c9,c4232a4}]2,3,5,10,12,16,17,19,21,22,23,26,29,31,33,34,37,38,39,41,42,43,44,45,50,54,55,58,60,62,65,70,72,75,76,77,79,82,83,86,89,
[41:{234a74cc,c4233e4}]1,2,5,10,12,16,17,19,21,22,23,26,33,34,37,38,39,41,42,43,44,45,50,54,55,58,59,60,61,62,65,70,72,75,76,77,79,82,83,86,87,
[41:{234a7cc1,c423aac}]2,3,4,5,10,16,17,19,21,22,23,29,31,33,37,38,39,41,42,43,44,45,50,54,55,56,58,60,62,64,65,70,72,75,76,77,78,79,82,83,89,
[41:{234a7cc4,c423bec}]1,2,4,5,10,16,17,19,21,22,23,33,37,38,39,41,42,43,44,45,50,54,55,56,58,59,60,61,62,64,65,70,72,75,76,77,78,79,82,83,87,
[41:{235a3499,c4262a1}]2,3,7,10,12,15,16,17,19,22,25,26,29,31,33,34,35,38,39,41,42,43,44,45,50,53,54,58,60,62,67,69,70,72,76,77,79,82,85,86,89,
[41:{235a349c,c4263e1}]1,2,7,10,12,15,16,17,19,22,25,26,33,34,35,38,39,41,42,43,44,45,50,53,54,58,59,60,61,62,67,69,70,72,76,77,79,82,85,86,87,
[41:{235a3c91,c426aa9}]2,3,4,7,10,15,16,17,19,22,25,29,31,33,35,38,39,41,42,43,44,45,50,53,54,56,58,60,62,64,67,69,70,72,76,77,78,79,82,85,89,
[41:{235a3c94,c426be9}]1,2,4,7,10,15,16,17,19,22,25,33,35,38,39,41,42,43,44,45,50,53,54,56,58,59,60,61,62,64,67,69,70,72,76,77,78,79,82,85,87,
[41:{235a7489,c4272a5}]2,3,5,7,10,12,16,17,19,22,26,29,31,33,34,38,39,41,42,43,44,45,50,53,54,55,58,60,62,65,67,69,70,72,75,76,77,79,82,86,89,
[41:{235a748c,c4273e5}]1,2,5,7,10,12,16,17,19,22,26,33,34,38,39,41,42,43,44,45,50,53,54,55,58,59,60,61,62,65,67,69,70,72,75,76,77,79,82,86,87,
[41:{235a7c81,c427aad}]2,3,4,5,7,10,16,17,19,22,29,31,33,38,39,41,42,43,44,45,50,53,54,55,56,58,60,62,64,65,67,69,70,72,75,76,77,78,79,82,89,
[41:{235a7c84,c427bed}]1,2,4,5,7,10,16,17,19,22,33,38,39,41,42,43,44,45,50,53,54,55,56,58,59,60,61,62,64,65,67,69,70,72,75,76,77,78,79,82,87,
[41:{2368345b,c428080}]3,8,10,12,15,16,17,18,19,21,23,25,26,28,29,31,32,33,34,35,36,37,39,41,42,43,44,45,50,52,60,68,70,76,77,79,83,85,86,88,89,
[41:{237d741a,c428085}]1,3,7,8,10,12,16,18,26,28,29,31,32,33,34,35,36,37,39,41,42,43,44,45,50,52,60,65,67,68,69,70,71,73,75,76,77,79,85,86,88,
[41:{2368345e,c4281c0}]1,8,10,12,15,16,17,18,19,21,23,25,26,28,32,33,34,35,36,37,39,41,42,43,44,45,50,52,59,60,61,68,70,76,77,79,83,85,86,87,88,
[41:{23683c53,c428888}]3,4,8,10,15,16,17,18,19,21,23,25,28,29,31,32,33,35,36,37,39,41,42,43,44,45,50,52,56,60,64,68,70,76,77,78,79,83,85,88,89,
[41:{237d7c12,c42888d}]1,3,4,7,8,10,16,18,28,29,31,32,33,35,36,37,39,41,42,43,44,45,50,52,56,60,64,65,67,68,69,70,71,73,75,76,77,78,79,85,88,
[41:{23683c56,c4289c8}]1,4,8,10,15,16,17,18,19,21,23,25,28,32,33,35,36,37,39,41,42,43,44,45,50,52,56,59,60,61,64,68,70,76,77,78,79,83,85,87,88,
[41:{2368744b,c429084}]3,5,8,10,12,16,17,18,19,21,23,26,28,29,31,32,33,34,36,37,39,41,42,43,44,45,50,52,55,60,65,68,70,75,76,77,79,83,86,88,89,
[41:{2368744e,c4291c4}]1,5,8,10,12,16,17,18,19,21,23,26,28,32,33,34,36,37,39,41,42,43,44,45,50,52,55,59,60,61,65,68,70,75,76,77,79,83,86,87,88,
[41:{23687c43,c42988c}]3,4,5,8,10,16,17,18,19,21,23,28,29,31,32,33,36,37,39,41,42,43,44,45,50,52,55,56,60,64,65,68,70,75,76,77,78,79,83,88,89,
[41:{23687c46,c4299cc}]1,4,5,8,10,16,17,18,19,21,23,28,32,33,36,37,39,41,42,43,44,45,50,52,55,56,59,60,61,64,65,68,70,75,76,77,78,79,83,87,88,
[41:{2378341b,c42c081}]3,7,8,10,12,15,16,17,18,19,25,26,28,29,31,32,33,34,35,36,39,41,42,43,44,45,50,52,53,60,67,68,69,70,76,77,79,85,86,88,89,
[41:{2378341e,c42c1c1}]1,7,8,10,12,15,16,17,18,19,25,26,28,32,33,34,35,36,39,41,42,43,44,45,50,52,53,59,60,61,67,68,69,70,76,77,79,85,86,87,88,
[41:{23783c13,c42c889}]3,4,7,8,10,15,16,17,18,19,25,28,29,31,32,33,35,36,39,41,42,43,44,45,50,52,53,56,60,64,67,68,69,70,76,77,78,79,85,88,89,
[41:{23783c16,c42c9c9}]1,4,7,8,10,15,16,17,18,19,25,28,32,33,35,36,39,41,42,43,44,45,50,52,53,56,59,60,61,64,67,68,69,70,76,77,78,79,85,87,88,
[41:{2378740b,c42d085}]3,5,7,8,10,12,16,17,18,19,26,28,29,31,32,33,34,36,39,41,42,43,44,45,50,52,53,55,60,65,67,68,69,70,75,76,77,79,86,88,89,
[41:{2378740e,c42d1c5}]1,5,7,8,10,12,16,17,18,19,26,28,32,33,34,36,39,41,42,43,44,45,50,52,53,55,59,60,61,65,67,68,69,70,75,76,77,79,86,87,88,
[41:{23787c03,c42d88d}]3,4,5,7,8,10,16,17,18,19,28,29,31,32,33,36,39,41,42,43,44,45,50,52,53,55,56,60,64,65,67,68,69,70,75,76,77,78,79,88,89,
[41:{23787c06,c42d9cd}]1,4,5,7,8,10,16,17,18,19,28,32,33,36,39,41,42,43,44,45,50,52,53,55,56,59,60,61,64,65,67,68,69,70,75,76,77,78,79,87,88,
[41:{234632d9,c442620}]2,3,11,12,15,16,17,20,21,22,23,25,26,29,30,31,34,35,37,38,39,40,42,43,44,45,49,54,57,58,62,71,72,76,77,80,82,83,85,86,89,
[41:{234632dc,c442760}]1,2,11,12,15,16,17,20,21,22,23,25,26,30,34,35,37,38,39,40,42,43,44,45,49,54,57,58,59,61,62,71,72,76,77,80,82,83,85,86,87,
[41:{23463ad1,c442e28}]2,3,4,11,15,16,17,20,21,22,23,25,29,30,31,35,37,38,39,40,42,43,44,45,49,54,56,57,58,62,64,71,72,76,77,78,80,82,83,85,89,
[41:{23463ad4,c442f68}]1,2,4,11,15,16,17,20,21,22,23,25,30,35,37,38,39,40,42,43,44,45,49,54,56,57,58,59,61,62,64,71,72,76,77,78,80,82,83,85,87,
[41:{234672c9,c443624}]2,3,5,11,12,16,17,20,21,22,23,26,29,30,31,34,37,38,39,40,42,43,44,45,49,54,55,57,58,62,65,71,72,75,76,77,80,82,83,86,89,
[41:{234672cc,c443764}]1,2,5,11,12,16,17,20,21,22,23,26,30,34,37,38,39,40,42,43,44,45,49,54,55,57,58,59,61,62,65,71,72,75,76,77,80,82,83,86,87,
[41:{23467ac1,c443e2c}]2,3,4,5,11,16,17,20,21,22,23,29,30,31,37,38,39,40,42,43,44,45,49,54,55,56,57,58,62,64,65,71,72,75,76,77,78,80,82,83,89,
[41:{23467ac4,c443f6c}]1,2,4,5,11,16,17,20,21,22,23,30,37,38,39,40,42,43,44,45,49,54,55,56,57,58,59,61,62,64,65,71,72,75,76,77,78,80,82,83,87,
[41:{23563299,c446621}]2,3,7,11,12,15,16,17,20,22,25,26,29,30,31,34,35,38,39,40,42,43,44,45,49,53,54,57,58,62,67,69,71,72,76,77,80,82,85,86,89,
[41:{2356329c,c446761}]1,2,7,11,12,15,16,17,20,22,25,26,30,34,35,38,39,40,42,43,44,45,49,53,54,57,58,59,61,62,67,69,71,72,76,77,80,82,85,86,87,
[41:{23563a91,c446e29}]2,3,4,7,11,15,16,17,20,22,25,29,30,31,35,38,39,40,42,43,44,45,49,53,54,56,57,58,62,64,67,69,71,72,76,77,78,80,82,85,89,
[41:{23563a94,c446f69}]1,2,4,7,11,15,16,17,20,22,25,30,35,38,39,40,42,43,44,45,49,53,54,56,57,58,59,61,62,64,67,69,71,72,76,77,78,80,82,85,87,
[41:{23526699,c447320}]2,3,7,12,13,16,17,19,20,22,23,25,26,29,30,33,34,38,39,40,42,43,44,45,49,53,54,55,58,59,62,69,72,75,76,79,80,82,85,86,89,
[41:{23567289,c447625}]2,3,5,7,11,12,16,17,20,22,26,29,30,31,34,38,39,40,42,43,44,45,49,53,54,55,57,58,62,65,67,69,71,72,75,76,77,80,82,86,89,
[41:{2356728c,c447765}]1,2,5,7,11,12,16,17,20,22,26,30,34,38,39,40,42,43,44,45,49,53,54,55,57,58,59,61,62,65,67,69,71,72,75,76,77,80,82,86,87,
[41:{23526e91,c447b28}]2,3,4,7,13,16,17,19,20,22,23,25,29,30,33,38,39,40,42,43,44,45,49,53,54,55,56,58,59,62,64,69,72,75,76,78,79,80,82,85,89,
[41:{23567a81,c447e2d}]2,3,4,5,7,11,16,17,20,22,29,30,31,38,39,40,42,43,44,45,49,53,54,55,56,57,58,62,64,65,67,69,71,72,75,76,77,78,80,82,89,
[41:{23567a84,c447f6d}]1,2,4,5,7,11,16,17,20,22,30,38,39,40,42,43,44,45,49,53,54,55,56,57,58,59,61,62,64,65,67,69,71,72,75,76,77,78,80,82,87,
[41:{2364325b,c448400}]3,8,11,12,15,16,17,18,20,21,23,25,26,28,29,30,31,32,34,35,36,37,39,40,42,43,44,45,49,52,57,68,71,76,77,80,83,85,86,88,89,
[41:{2364325e,c448540}]1,8,11,12,15,16,17,18,20,21,23,25,26,28,30,32,34,35,36,37,39,40,42,43,44,45,49,52,57,59,61,68,71,76,77,80,83,85,86,87,88,
[41:{23643a53,c448c08}]3,4,8,11,15,16,17,18,20,21,23,25,28,29,30,31,32,35,36,37,39,40,42,43,44,45,49,52,56,57,64,68,71,76,77,78,80,83,85,88,89,
[41:{23643a56,c448d48}]1,4,8,11,15,16,17,18,20,21,23,25,28,30,32,35,36,37,39,40,42,43,44,45,49,52,56,57,59,61,64,68,71,76,77,78,80,83,85,87,88,
[41:{2364724b,c449404}]3,5,8,11,12,16,17,18,20,21,23,26,28,29,30,31,32,34,36,37,39,40,42,43,44,45,49,52,55,57,65,68,71,75,76,77,80,83,86,88,89,
[41:{2364724e,c449544}]1,5,8,11,12,16,17,18,20,21,23,26,28,30,32,34,36,37,39,40,42,43,44,45,49,52,55,57,59,61,65,68,71,75,76,77,80,83,86,87,88,
[41:{23647a43,c449c0c}]3,4,5,8,11,16,17,18,20,21,23,28,29,30,31,32,36,37,39,40,42,43,44,45,49,52,55,56,57,64,65,68,71,75,76,77,78,80,83,88,89,
[41:{23647a46,c449d4c}]1,4,5,8,11,16,17,18,20,21,23,28,30,32,36,37,39,40,42,43,44,45,49,52,55,56,57,59,61,64,65,68,71,75,76,77,78,80,83,87,88,
[41:{2374321b,c44c401}]3,7,8,11,12,15,16,17,18,20,25,26,28,29,30,31,32,34,35,36,39,40,42,43,44,45,49,52,53,57,67,68,69,71,76,77,80,85,86,88,89,
[41:{2374321e,c44c541}]1,7,8,11,12,15,16,17,18,20,25,26,28,30,32,34,35,36,39,40,42,43,44,45,49,52,53,57,59,61,67,68,69,71,76,77,80,85,86,87,88,
[41:{23743a13,c44cc09}]3,4,7,8,11,15,16,17,18,20,25,28,29,30,31,32,35,36,39,40,42,43,44,45,49,52,53,56,57,64,67,68,69,71,76,77,78,80,85,88,89,
[41:{23743a16,c44cd49}]1,4,7,8,11,15,16,17,18,20,25,28,30,32,35,36,39,40,42,43,44,45,49,52,53,56,57,59,61,64,67,68,69,71,76,77,78,80,85,87,88,
[41:{2370661b,c44d100}]3,7,8,12,13,16,17,18,19,20,23,25,26,28,29,30,32,33,34,36,39,40,42,43,44,45,49,52,53,55,59,68,69,75,76,79,80,85,86,88,89,
[41:{2374720b,c44d405}]3,5,7,8,11,12,16,17,18,20,26,28,29,30,31,32,34,36,39,40,42,43,44,45,49,52,53,55,57,65,67,68,69,71,75,76,77,80,86,88,89,
[41:{2374720e,c44d545}]1,5,7,8,11,12,16,17,18,20,26,28,30,32,34,36,39,40,42,43,44,45,49,52,53,55,57,59,61,65,67,68,69,71,75,76,77,80,86,87,88,
[41:{23706e13,c44d908}]3,4,7,8,13,16,17,18,19,20,23,25,28,29,30,32,33,36,39,40,42,43,44,45,49,52,53,55,56,59,64,68,69,75,76,78,79,80,85,88,89,
[41:{23747a03,c44dc0d}]3,4,5,7,8,11,16,17,18,20,28,29,30,31,32,36,39,40,42,43,44,45,49,52,53,55,56,57,64,65,67,68,69,71,75,76,77,78,80,88,89,
[41:{23747a06,c44dd4d}]1,4,5,7,8,11,16,17,18,20,28,30,32,36,39,40,42,43,44,45,49,52,53,55,56,57,59,61,64,65,67,68,69,71,75,76,77,78,80,87,88,
[41:{2347269c,c453724}]1,2,7,12,13,15,16,20,21,22,23,26,29,30,34,37,38,40,42,43,44,45,49,51,54,55,57,58,59,62,65,71,72,73,76,79,80,82,85,86,87,
[41:{23472e94,c453f2c}]1,2,4,7,13,15,16,20,21,22,23,29,30,37,38,40,42,43,44,45,49,51,54,55,56,57,58,59,62,64,65,71,72,73,76,78,79,80,82,85,87,
[41:{2365261e,c459504}]1,7,8,12,13,15,16,18,20,21,23,26,28,29,30,32,34,36,37,40,42,43,44,45,49,51,52,55,57,59,65,68,71,73,76,79,80,85,86,87,88,
[41:{23652e16,c459d0c}]1,4,7,8,13,15,16,18,20,21,23,28,29,30,32,36,37,40,42,43,44,45,49,51,52,55,56,57,59,64,65,68,71,73,76,78,79,80,85,87,88,
[41:{234e30d9,c4626a0}]2,3,10,11,12,15,16,17,21,22,23,25,26,29,31,34,35,37,38,39,42,43,44,45,49,50,54,57,58,60,62,70,71,72,76,77,82,83,85,86,89,
[41:{234e30dc,c4627e0}]1,2,10,11,12,15,16,17,21,22,23,25,26,34,35,37,38,39,42,43,44,45,49,50,54,57,58,59,60,61,62,70,71,72,76,77,82,83,85,86,87,
[41:{234e38d1,c462ea8}]2,3,4,10,11,15,16,17,21,22,23,25,29,31,35,37,38,39,42,43,44,45,49,50,54,56,57,58,60,62,64,70,71,72,76,77,78,82,83,85,89,
[41:{234e38d4,c462fe8}]1,2,4,10,11,15,16,17,21,22,23,25,35,37,38,39,42,43,44,45,49,50,54,56,57,58,59,60,61,62,64,70,71,72,76,77,78,82,83,85,87,
[41:{234e70c9,c4636a4}]2,3,5,10,11,12,16,17,21,22,23,26,29,31,34,37,38,39,42,43,44,45,49,50,54,55,57,58,60,62,65,70,71,72,75,76,77,82,83,86,89,
[41:{234e70cc,c4637e4}]1,2,5,10,11,12,16,17,21,22,23,26,34,37,38,39,42,43,44,45,49,50,54,55,57,58,59,60,61,62,65,70,71,72,75,76,77,82,83,86,87,
[41:{234e78c1,c463eac}]2,3,4,5,10,11,16,17,21,22,23,29,31,37,38,39,42,43,44,45,49,50,54,55,56,57,58,60,62,64,65,70,71,72,75,76,77,78,82,83,89,
[41:{234e78c4,c463fec}]1,2,4,5,10,11,16,17,21,22,23,37,38,39,42,43,44,45,49,50,54,55,56,57,58,59,60,61,62,64,65,70,71,72,75,76,77,78,82,83,87,
[41:{235e3099,c4666a1}]2,3,7,10,11,12,15,16,17,22,25,26,29,31,34,35,38,39,42,43,44,45,49,50,53,54,57,58,60,62,67,69,70,71,72,76,77,82,85,86,89,
[41:{235e309c,c4667e1}]1,2,7,10,11,12,15,16,17,22,25,26,34,35,38,39,42,43,44,45,49,50,53,54,57,58,59,60,61,62,67,69,70,71,72,76,77,82,85,86,87,
[41:{235e3891,c466ea9}]2,3,4,7,10,11,15,16,17,22,25,29,31,35,38,39,42,43,44,45,49,50,53,54,56,57,58,60,62,64,67,69,70,71,72,76,77,78,82,85,89,
[41:{235e3894,c466fe9}]1,2,4,7,10,11,15,16,17,22,25,35,38,39,42,43,44,45,49,50,53,54,56,57,58,59,60,61,62,64,67,69,70,71,72,76,77,78,82,85,87,
[41:{235a6499,c4673a0}]2,3,7,10,12,13,16,17,19,22,23,25,26,29,33,34,38,39,42,43,44,45,49,50,53,54,55,58,59,60,62,69,70,72,75,76,79,82,85,86,89,
[41:{235e7089,c4676a5}]2,3,5,7,10,11,12,16,17,22,26,29,31,34,38,39,42,43,44,45,49,50,53,54,55,57,58,60,62,65,67,69,70,71,72,75,76,77,82,86,89,
[41:{235e708c,c4677e5}]1,2,5,7,10,11,12,16,17,22,26,34,38,39,42,43,44,45,49,50,53,54,55,57,58,59,60,61,62,65,67,69,70,71,72,75,76,77,82,86,87,
[41:{235a6c91,c467ba8}]2,3,4,7,10,13,16,17,19,22,23,25,29,33,38,39,42,43,44,45,49,50,53,54,55,56,58,59,60,62,64,69,70,72,75,76,78,79,82,85,89,
[41:{235e7881,c467ead}]2,3,4,5,7,10,11,16,17,22,29,31,38,39,42,43,44,45,49,50,53,54,55,56,57,58,60,62,64,65,67,69,70,71,72,75,76,77,78,82,89,
[41:{235e7884,c467fed}]1,2,4,5,7,10,11,16,17,22,38,39,42,43,44,45,49,50,53,54,55,56,57,58,59,60,61,62,64,65,67,69,70,71,72,75,76,77,78,82,87,
[41:{236c305b,c468480}]3,8,10,11,12,15,16,17,18,21,23,25,26,28,29,31,32,34,35,36,37,39,42,43,44,45,49,50,52,57,60,68,70,71,76,77,83,85,86,88,89,
[41:{236c305e,c4685c0}]1,8,10,11,12,15,16,17,18,21,23,25,26,28,32,34,35,36,37,39,42,43,44,45,49,50,52,57,59,60,61,68,70,71,76,77,83,85,86,87,88,
[41:{236c3853,c468c88}]3,4,8,10,11,15,16,17,18,21,23,25,28,29,31,32,35,36,37,39,42,43,44,45,49,50,52,56,57,60,64,68,70,71,76,77,78,83,85,88,89,
[41:{236c3856,c468dc8}]1,4,8,10,11,15,16,17,18,21,23,25,28,32,35,36,37,39,42,43,44,45,49,50,52,56,57,59,60,61,64,68,70,71,76,77,78,83,85,87,88,
[41:{236c704b,c469484}]3,5,8,10,11,12,16,17,18,21,23,26,28,29,31,32,34,36,37,39,42,43,44,45,49,50,52,55,57,60,65,68,70,71,75,76,77,83,86,88,89,
[41:{236c704e,c4695c4}]1,5,8,10,11,12,16,17,18,21,23,26,28,32,34,36,37,39,42,43,44,45,49,50,52,55,57,59,60,61,65,68,70,71,75,76,77,83,86,87,88,
[41:{236c7843,c469c8c}]3,4,5,8,10,11,16,17,18,21,23,28,29,31,32,36,37,39,42,43,44,45,49,50,52,55,56,57,60,64,65,68,70,71,75,76,77,78,83,88,89,
[41:{236c7846,c469dcc}]1,4,5,8,10,11,16,17,18,21,23,28,32,36,37,39,42,43,44,45,49,50,52,55,56,57,59,60,61,64,65,68,70,71,75,76,77,78,83,87,88,
[41:{237c301b,c46c481}]3,7,8,10,11,12,15,16,17,18,25,26,28,29,31,32,34,35,36,39,42,43,44,45,49,50,52,53,57,60,67,68,69,70,71,76,77,85,86,88,89,
[41:{237c301e,c46c5c1}]1,7,8,10,11,12,15,16,17,18,25,26,28,32,34,35,36,39,42,43,44,45,49,50,52,53,57,59,60,61,67,68,69,70,71,76,77,85,86,87,88,
[41:{237c3813,c46cc89}]3,4,7,8,10,11,15,16,17,18,25,28,29,31,32,35,36,39,42,43,44,45,49,50,52,53,56,57,60,64,67,68,69,70,71,76,77,78,85,88,89,
[41:{237c3816,c46cdc9}]1,4,7,8,10,11,15,16,17,18,25,28,32,35,36,39,42,43,44,45,49,50,52,53,56,57,59,60,61,64,67,68,69,70,71,76,77,78,85,87,88,
